ID,ROI,Area,X,Y,Mean_cd34,StDev_cd34,Mode_cd34,Min_cd34,Max_cd34,Median_cd34,Skew_cd34,Kurt_cd34,Background_cd34,Mean_Etv1,StDev_Etv1,Mode_Etv1,Min_Etv1,Max_Etv1,Median_Etv1,Skew_Etv1,Kurt_Etv1,Background_Etv1,Mean_nppb,StDev_nppb,Mode_nppb,Min_nppb,Max_nppb,Median_nppb,Skew_nppb,Kurt_nppb,Background_nppb,Mean_tmem45b,StDev_tmem45b,Mode_tmem45b,Min_tmem45b,Max_tmem45b,Median_tmem45b,Skew_tmem45b,Kurt_tmem45b,Background_tmem45b,Mean_trpa1,StDev_trpa1,Mode_trpa1,Min_trpa1,Max_trpa1,Median_trpa1,Skew_trpa1,Kurt_trpa1,Background_trpa1,Mean_fxyd2,StDev_fxyd2,Mode_fxyd2,Min_fxyd2,Max_fxyd2,Median_fxyd2,Skew_fxyd2,Kurt_fxyd2,Background_fxyd2,Mean_synpr,StDev_synpr,Mode_synpr,Min_synpr,Max_synpr,Median_synpr,Skew_synpr,Kurt_synpr,Background_synpr,Mean_tmem233,StDev_tmem233,Mode_tmem233,Min_tmem233,Max_tmem233,Median_tmem233,Skew_tmem233,Kurt_tmem233,Background_tmem233,Mean_trpv1,StDev_trpv1,Mode_trpv1,Min_trpv1,Max_trpv1,Median_trpv1,Skew_trpv1,Kurt_trpv1,Background_trpv1,Mean_tubb3,StDev_tubb3,Mode_tubb3,Min_tubb3,Max_tubb3,Median_tubb3,Skew_tubb3,Kurt_tubb3,Background_tubb3,Mean_trpm8,StDev_trpm8,Mode_trpm8,Min_trpm8,Max_trpm8,Median_trpm8,Skew_trpm8,Kurt_trpm8,Background_trpm8,Mean_calca,StDev_calca,Mode_calca,Min_calca,Max_calca,Median_calca,Skew_calca,Kurt_calca,Background_calca,Mean_mrgprd,StDev_mrgprd,Mode_mrgprd,Min_mrgprd,Max_mrgprd,Median_mrgprd,Skew_mrgprd,Kurt_mrgprd,Background_mrgprd,Mean_piezo2,StDev_piezo2,Mode_piezo2,Min_piezo2,Max_piezo2,Median_piezo2,Skew_piezo2,Kurt_piezo2,Background_piezo2,Mean_s100b,StDev_s100b,Mode_s100b,Min_s100b,Max_s100b,Median_s100b,Skew_s100b,Kurt_s100b,Background_s100b,Cellstack,Thumbnail
852,0089-0973,219,974.9521,89.0068,50.9315,10.856,48,19,90,50,0.05447,0.2416,44.1265,39.621,12.734,31,10,76,39,0.2078,-0.3531,36.3461,52.8174,11.4063,52,19,86,53,0.03619,0.06227,48.6969,14.6667,11.6494,15,0,119,13,4.8786,34.386,28.4726,25.21,6.632,21,11,46,24,0.6054,0.3268,22.79,45.8128,27.4269,35,17,172,37,2.6502,7.1206,55.7279,30.8493,19.3025,26,8,107,26,2.3543,5.5878,39.6134,67.8356,21.3157,49,29,159,65,1.8032,4.427,64.2625,40.8721,7.4914,40,22,60,40,0.116,-0.4472,35.7709,149.8493,38.0113,134,45,231,153,-0.1813,-0.6233,88.6253,26.9041,4.4613,25,12,42,27,0.07442,0.2894,22.8974,67.7763,24.696,49,32,171,61,0.9419,0.5693,31.6348,64.6941,12.7136,66,36,119,63,0.8151,1.6415,65.8807,52.0959,14.6342,51,23,118,50,1.3461,3.3529,37.8019,89.1324,24.9674,68,37,158,86,0.4651,-0.3219,69.2005,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\853_0089-0973.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\853_0089-0973.tif
853,0184-1043,36,1043.25,184.6667,35.4167,9.8194,28,19,63,33,0.7584,0.4232,28.5309,27.8889,11.1221,17,5,53,29,0.04573,-0.3784,21.134,38.7222,7.8762,38,25,62,38,0.6192,0.5928,33.3454,9.3333,5.1989,7,1,28,9,1.2114,2.8868,7.3454,16.2778,4.4633,13,7,27,15,0.3084,-0.4257,14.299,21.4722,5.5161,25,11,32,23,-0.1567,-0.9579,15.9433,22.5833,6.0303,17,12,35,23,0.07856,-0.7816,24.3351,39.7778,8.9765,42,22,60,41,0.3565,-0.1534,37.7887,28.8889,6.952,29,16,45,29,0.4359,-0.3016,24.6649,66.75,28.7147,49,20,121,68,0.02264,-0.9199,37.732,21.5556,2.6235,23,16,28,22,0.07117,-0.1909,18.1856,70.4722,12.7357,70,46,92,70,0.03079,-0.6653,31.0206,58.7222,10.0132,53,37,81,60,-0.01076,-0.4974,50.5773,33.4167,6.2627,26,19,43,35,-0.3793,-0.7015,24.8247,52.8889,10.9669,47,32,84,52,0.8292,0.6254,43.1959,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\854_0184-1043.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\854_0184-1043.tif
854,0227-1005,110,1004.8818,227.8909,32.8727,8.7714,29,16,53,32,0.2772,-0.7087,29.742,33.5636,21.3716,20,9,134,30,2.5823,8.1574,32.0106,37.6818,9.5533,27,16,71,37,0.7384,1.1328,35.5088,10.3727,7.3057,8,1,47,9,2.5974,8.6526,15.3216,16.3182,4.2855,16,7,29,16,0.394,-0.01594,16.2155,27.1273,11.4836,22,8,64,25,0.9792,1.0334,26.5371,25.3091,8.5475,25,9,47,25,0.225,-0.4078,27.8587,44.1364,11.2971,41,25,84,44,0.5609,0.4438,40.258,31.0909,8.5634,26,13,71,30,1.4052,4.203,28.3922,74.7,43.7127,77,15,193,72,0.7331,-0.0547,50.2756,22.0818,3.4908,23,14,36,22,0.8582,1.8372,18.2827,76.4727,27.283,46,34,161,70,0.9976,0.5028,32.8269,57.5909,10.174,60,36,80,58,0.2263,-0.3009,50.0883,36.5727,11.1639,32,18,79,35,1.049,1.3069,26.3534,57.6818,12.8327,57,29,89,58,0.0586,-0.2805,41.7845,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\855_0227-1005.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\855_0227-1005.tif
855,0455-0774,77,774.0065,454.6688,39.6234,8.116,43,17,56,41,-0.1658,-0.339,33.3089,25.974,8.9531,22,4,49,26,0.05689,-0.0108,24.1351,42.4156,8.6881,40,21,67,42,0.2457,0.2488,39.7915,10.3377,5.0121,6,2,22,10,0.5374,-0.347,9.8842,18.5065,5.1135,17,7,32,18,0.3706,-0.4042,16.0077,22.1818,5.8977,27,10,40,22,0.1445,-0.1142,17.7143,17.9351,5.3566,14,7,29,18,0.167,-0.7825,22.4788,41.1948,8.0965,40,26,63,40,0.4445,0.1556,38.7259,30.4935,5.5313,32,17,44,31,0.05307,-0.5315,27.0849,108.1169,33.8717,105,52,186,105,0.4967,-0.5051,63.7027,23.7013,3.8698,23,15,35,23,0.4833,0.4619,22.9846,75.5584,18.2501,89,33,116,77,-0.09689,-0.4423,34.9923,64.4675,11.1327,55,37,101,65,0.5358,1.1206,58.8533,35.7273,8.0502,32,20,54,35,0.2887,-0.5163,25.3475,84.974,16.7403,85,51,131,85,0.4059,-0.05318,62.4749,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\856_0455-0774.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\856_0455-0774.tif
856,0362-0683,114,683.5789,361.9386,42.5526,9.7201,34,24,70,42,0.3553,-0.2438,32.701,29.3684,9.1779,33,12,50,31,0.109,-0.6831,24.2259,51.9825,11.2155,45,26,78,51,0.1578,-0.7044,45.1362,10.7632,5.0961,10,0,25,11,0.2246,-0.1149,19.7243,20.1228,5.8886,16,9,34,20,0.2927,-0.5122,17.9801,22.3158,7.0275,19,9,44,21,0.7568,0.2963,20.9635,28.9035,5.1782,31,15,39,29,-0.2073,-0.5386,30.186,45.9298,10.4396,44,20,73,46,0.06641,-0.3463,43.7176,40.3947,10.3005,35,18,74,39,0.5971,0.8683,28.7973,48.9474,19.2137,35,17,93,48,0.6044,-0.499,30.7608,22.9474,3.6503,20,14,33,23,0.2529,-0.1605,19.6279,72.0614,23.4156,58,33,127,67,0.5517,-0.5948,32.6412,73.5088,11.3732,72,43,100,73,0.03125,-0.1653,65.9402,46.3772,13.1985,41,21,84,44,0.7008,0.08131,27.6113,59.5175,12.4234,51,31,99,59,0.4471,0.3992,48.412,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\857_0362-0683.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\857_0362-0683.tif
857,0241-0596,191,596.5209,240.9974,37.178,9.7154,35,15,74,37,0.3795,0.4347,37.0508,29.4188,12.0504,27,1,85,29,0.868,2.5071,25.2147,43.6178,11.2412,45,17,100,44,0.7434,2.8488,41.5508,10.3874,4.9944,9,1,34,10,0.8619,1.8405,11.7458,18.0471,5.3864,16,7,39,17,0.9438,1.4042,16.9633,20.9424,6.8558,18,6,42,21,0.4827,0.2697,29.8503,24.2618,5.1966,22,9,37,25,-0.1195,-0.0587,27.0537,42.9476,9.2536,44,21,77,43,0.3995,0.5853,39.9266,27.8901,5.7613,24,17,54,28,1.1118,3.16,25.822,64.5131,34.5015,26,11,169,60,0.7337,0.0509,45.7768,23.8848,5.049,22,13,47,24,0.7905,1.8941,21.1554,54.2304,25.3545,24,19,150,49,1.0286,0.8019,27.452,67.3141,13.4906,65,41,130,66,0.7983,1.7755,63.2373,36.1832,13.4338,34,14,86,34,1.3468,2.1684,36.3616,68.0419,21.1563,65,30,163,65,1.3433,2.6849,63.1412,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\858_0241-0596.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\858_0241-0596.tif
858,0642-0910,262,910.0763,641.4618,56.7672,12.3302,58,29,97,57,0.3617,-0.06316,50.7929,35.4771,12.4114,25,0,75,35,0.1655,0.04147,31.851,50.2481,11.4106,50,21,91,50,0.539,0.7693,49.4141,18.3282,19.8258,9,0,139,13,3.4034,13.3834,34.1086,22.8969,6.5496,21,9,44,22,0.6059,0.2969,22.1515,46.4733,25.5362,31,13,173,41,2.4657,7.6236,50.4596,32.8626,22.231,19,7,139,28,2.5136,6.663,42.0682,58.9618,18.1145,59,21,134,57,1.4411,3.3516,60.1667,36.8664,7.5115,39,17,57,37,0.1061,-0.2971,33.8712,145.4618,46.02,105,31,233,139,0.2342,-0.7048,62.346,26.9351,4.2795,25,16,41,26,0.2754,0.05202,22.8384,82.5076,26.5475,75,36,152,77,0.6727,-0.2447,31.5177,76.4847,12.6886,72,50,137,76,0.991,2.7969,77.8434,33.4351,6.3736,32,20,54,32,0.7464,0.397,33.3258,91.7634,16.9477,85,43,140,90,0.2413,0.373,66.3864,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\859_0642-0910.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\859_0642-0910.tif
859,0832-1339,472,1340.4725,833.4746,43.2648,10.5353,39,15,94,43,0.2918,1.3989,38.2122,35.7055,11.3137,35,5,72,35,0.1033,-0.02215,31.3163,43.3792,10.818,42,19,129,43,1.4799,8.3913,36.1631,10.2839,5.1627,7,0,31,10,0.7094,0.9631,9.6562,19.9576,5.301,19,9,39,19,0.42,-0.03901,17.8212,19.5551,5.7677,19,7,42,19,0.7299,1.0041,16.1807,23.2267,7.7824,26,8,54,23,0.2413,-0.1344,21.279,66.2479,17.8057,57,19,125,65,0.2987,-0.1601,43.334,24.9322,5.3199,26,9,43,25,0.2204,0.02963,23.3792,105.0424,51.5827,225,16,231,94,0.8849,0.2828,82.7132,22.8962,3.3054,24,13,35,23,0.07946,0.1875,20.3988,63.2521,34.1985,58,15,196,57,1.7904,3.6546,37.0766,65.1992,10.6559,59,33,102,65,0.08997,0.09417,55.0157,29.4513,6.4494,32,13,61,29,0.6168,1.1086,25.8703,90.1186,28.8858,82,18,194,88,0.3979,0.1183,78.7859,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\860_0832-1339.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\860_0832-1339.tif
860,0820-1332,341,1330.5909,820.239,51.6188,11.5617,57,24,94,51,0.397,0.6178,44.184,34.9824,13.0115,22,2,85,34,0.4588,0.8326,37.9379,46.2463,9.7527,42,24,82,46,0.3472,0.0798,45.2949,10.8798,5.1627,11,0,27,11,0.3659,0.1232,10.7029,19.8798,5.4411,17,9,42,19,0.724,0.9137,19.8137,20.8182,4.9214,20,10,39,20,0.6406,0.6431,18.4856,23.1378,8.0243,21,7,54,22,0.5013,0.09188,22.2262,47.2023,10.3075,45,26,97,45,0.8463,1.6779,52.969,27.7273,4.7309,29,15,43,28,0.1756,0.1975,26.0754,127.5132,43.0999,118,35,227,118,0.6371,-0.1937,87.1086,24.8592,3.0182,23,18,35,24,0.4275,0.04236,22.8226,65.4927,25.7988,58,22,150,62,0.8442,0.7559,47.3503,67.7537,9.5784,68,23,96,67,-0.159,0.8553,67.0044,32.3871,6.0984,30,21,57,31,0.9682,1.4518,34.5654,114.1672,20.8274,112,61,194,113,0.2779,0.4936,101.306,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\861_0820-1332.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\861_0820-1332.tif
861,0713-1438,376,1438.3777,713.3777,38.7473,10.5182,36,15,77,38,0.652,0.633,32.6667,28.0904,11.1273,28,0,62,28,0.1427,0.114,25.2436,42.4282,9.3919,47,19,74,42,0.3748,0.2914,42.1282,9.117,4.9716,6,0,34,8,1.093,1.957,12.3056,17.4495,5.1472,16,7,40,17,0.8415,1.2653,16.8226,21.7713,5.762,25,5,37,22,-0.03155,-0.2426,17.0876,19.6543,6.0291,21,8,47,19,0.5744,0.7522,24.6239,83.3351,25.1358,97,29,149,83,0.07924,-0.4416,43.6795,23.133,4.9265,22,7,42,23,0.303,0.6488,23.6346,118.5239,53.5423,73,12,233,118,0.06913,-0.8065,41.6432,21.8138,3.7048,22,12,33,22,0.2158,-0.1988,18.953,76.0213,30.1817,70,18,166,74,0.4992,-0.02038,29.9487,65.5691,13.0968,64,32,104,65,0.1981,-0.01181,61.0705,39.6463,15.2726,36,16,174,38,3.0071,20.1083,25.2308,90.5293,24.9177,86,26,166,90,0.07061,-0.2526,60.4487,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\862_0713-1438.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\862_0713-1438.tif
862,0762-1500,474,1499.7911,762.7089,37.2616,9.8607,38,11,63,37,0.2149,-0.4886,32.2119,31.1646,12.9387,28,1,97,29,0.8229,1.6322,32.9653,41.7278,11.5046,42,16,105,41,0.8971,2.7498,37.5241,9.4114,4.6023,7,0,28,9,0.5295,0.3672,8.4547,17.8376,5.0987,16,8,38,17,0.8253,0.8958,16.526,20.1224,5.3749,17,7,45,19,0.5553,0.6632,15.9711,20.2848,7.6585,19,7,61,19,1.2045,3.0323,20.632,76.0316,20.2314,81,19,139,78,-0.03821,-0.1663,39.9634,22.0844,5.9121,26,7,41,22,0.1667,0.2569,22.8882,113.9072,45.9438,116,18,231,112,0.2878,-0.3234,63.2582,21.3924,5.8492,21,11,89,21,5.3053,49.9437,18.9981,57.5823,22.4415,48,18,151,55,0.8718,0.9461,25.0694,60.0316,11.4248,56,24,90,60,-0.03803,-0.2862,55.8401,30.8819,8.462,31,16,87,30,1.5392,5.4519,23.9056,91.2068,23.9671,83,19,177,91,0.2618,0.252,72.027,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\863_0762-1500.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\863_0762-1500.tif
863,0737-1766,343,1766.0131,737.8528,43.1079,10.707,44,15,78,43,0.307,0.1565,34.9006,32.1545,11.3703,37,2,69,32,0.2606,-0.08465,25.6998,46.6327,10.5475,42,17,102,46,0.5669,2.0119,43.2289,9.4082,4.8621,8,0,26,9,0.6233,0.09645,7.8769,19.1953,5.2482,17,8,39,19,0.6321,0.9012,16.7819,29.0904,8.5132,30,7,49,30,-0.4137,-0.404,17.2829,18.2945,5.8413,14,8,37,18,0.4685,-0.3133,23.9762,90.0262,26.8734,111,29,139,96,-0.5695,-0.5471,44.6652,28.9271,6.0672,28,15,52,29,0.2991,0.07159,26.5875,164.3528,54.1492,225,19,235,181,-1.0814,0.4506,45.5486,23.3294,3.5868,22,14,35,23,0.03162,-0.003061,19.041,132.3907,43.0795,120,37,254,128,0.4532,0.193,35.946,66.3703,11.7752,68,35,100,67,-0.1631,-0.08044,58.4838,41.1866,12.3589,36,16,104,40,0.9406,2.5566,29.4795,116.3936,28.271,126,46,194,116,0.06699,-0.2072,55.324,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\864_0737-1766.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\864_0737-1766.tif
864,0729-1710,371,1709.8019,730.2278,42.9784,12.1346,40,17,89,42,0.4456,0.09505,36.5872,27.7412,10.5796,21,1,60,27,0.312,-0.06442,26.0085,42.0135,10.732,39,15,107,41,1.2101,5.4182,39.8383,10.1563,13.4034,9,0,229,9,12.4584,192.9052,15.8638,18.7143,8.0836,17,7,96,17,4.5393,32.4666,18.3213,26.1617,8.8791,25,10,94,25,2.4094,15.1266,29.1191,28.159,10.5492,25,6,78,27,0.9873,1.9643,28.9149,91.2345,27.7167,95,25,156,92,-0.1516,-0.6378,45.2319,25.9272,6.6579,21,11,48,25,0.492,0.2761,27.3447,141.7871,52.7695,109,22,229,143,-0.224,-0.8215,53.9787,21.2102,3.3922,22,13,32,21,0.2824,0.09615,18.7426,64.7763,20.9383,66,22,116,66,0.02764,-0.5627,30.7489,65.7439,11.9755,63,35,107,65,0.3134,0.2326,59.9532,35.1267,9.9731,34,16,107,34,1.9659,9.8789,29.8766,96.3666,22.2566,101,36,149,98,-0.1929,-0.0822,63.5,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\865_0729-1710.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\865_0729-1710.tif
865,0703-1715,351,1715.9701,703.5114,36.1282,10.2348,37,11,71,36,0.5495,0.5626,30.2237,20.9601,9.0123,19,0,50,20,0.214,0.02309,21.8772,33.5897,7.8484,32,11,59,33,0.2275,0.2479,34.1206,7.8148,3.9224,5,0,19,7,0.4916,-0.127,7.6732,15.4758,3.9219,14,8,28,15,0.3787,-0.2248,15.318,22.0427,5.0098,25,11,36,22,0.1984,-0.3852,16.4145,19.1282,6.8158,16,8,47,19,0.6601,0.4379,21.9605,59.9487,14.3281,56,26,102,60,0.1176,-0.1708,41.25,23.1595,4.8695,22,10,38,23,0.02157,0.02608,25.4934,129.2108,49.3902,69,24,233,128,0.1217,-0.8754,65.2215,19.2564,3.0156,18,10,31,19,0.4795,1.2339,20.3004,52.584,16.3432,51,20,120,51,0.4657,0.3896,33.7478,54.6325,9.3698,53,29,83,55,0.0692,0.05118,54.2039,40,19.0921,41,16,212,37,3.8789,25.8402,24.0351,85.4074,22.3586,84,31,142,85,0.1166,-0.2788,57.1996,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\866_0703-1715.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\866_0703-1715.tif
866,0748-1609,174,1608.7184,748.3161,39.9828,11.0467,39,14,112,39,1.629,9.4897,33.8953,27.1494,11.226,21,5,69,27,0.4375,0.2428,32.8595,41.5747,9.7407,40,21,74,41,0.5756,0.993,52.2479,8.1839,4.2359,6,0,23,8,0.5294,0.6908,12.4904,17.0805,4.6252,13,7,34,17,0.5883,0.5272,16.3719,20.523,5.2824,23,8,39,21,0.3527,0.08557,17.7906,20.2356,6.0343,21,10,47,20,1.0334,2.2612,24.0689,41.0287,7.5345,36,26,66,41,0.5176,0.5944,42.9752,28.5287,5.4748,26,15,42,28,-0.02264,-0.4905,27.6556,99.6782,35.5075,114,27,190,106,-0.02143,-0.2279,54.4656,25.454,11.1959,19,11,74,22,2.0462,4.0392,29.0358,72.7701,23.1977,80,23,151,75,0.3271,0.4376,27.3196,64,11.417,54,39,99,63,0.2564,-0.1558,59.6171,34.5,13.9677,25,15,127,32,2.5409,12.1503,25.168,77.3333,18.7698,78,37,127,76,0.2322,-0.3004,60.5537,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\867_0748-1609.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\867_0748-1609.tif
867,0634-2197,476,2196.9559,634.3634,41.3992,10.9499,40,15,78,40,0.3371,0.2751,39.3109,30.8235,11.3129,32,1,72,31,0.2788,0.2396,22.6851,42.2836,9.2673,38,20,70,42,0.139,-0.3068,37.0772,15.187,21.2814,11,0,155,10,3.8371,16.1077,22.2079,18.7332,6.1704,19,7,53,18,1.2892,3.9035,16.1347,30.4076,15.5966,28,7,107,27,1.7854,3.5959,21.7564,20.0126,13.6792,10,9,82,16,2.2073,4.682,24.9327,70.5504,17.1288,72,25,110,73,-0.6035,-0.06794,38.198,23.0231,4.9424,24,11,38,23,0.09089,-0.1861,19.5208,126.2521,63.8569,226,15,233,124,0.00789,-1.1459,40.0515,22.9097,4.1537,22,14,35,23,0.223,-0.2978,17.9941,171.2962,62.3081,235,28,246,181,-0.5281,-0.9687,28.402,66.6681,13.4509,68,29,110,66,0.2849,0.04101,57.905,38.0714,9.0649,33,18,87,38,0.6554,2.1757,33.3861,95.271,26.4963,99,25,162,97,-0.1551,-0.3757,44.9604,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\868_0634-2197.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\868_0634-2197.tif
868,0609-2164,419,2162.9702,608.6718,37.9427,10.7566,34,14,102,37,0.8612,3.3388,39.4042,33.4606,13.3741,35,3,80,32,0.4617,0.2806,25.3354,40.0095,8.7307,38,16,72,40,0.2788,0.1732,36.6333,8.432,4.3908,6,0,34,8,1.2501,3.8225,14.6375,17.8878,4.9538,18,8,39,18,0.6194,0.7425,16.2354,30.21,12.272,27,11,108,28,3.0715,13.4535,32.9312,21.2888,6.5018,24,9,45,21,0.4829,0.1484,24.9375,85.821,21.1991,96,33,142,89,-0.3459,-0.2095,46.3,24.6134,5.0961,23,11,39,24,0.2662,0.1319,22.6292,154.5513,56.4379,188,15,231,173,-0.865,-0.2634,66.1562,21.5609,3.3048,21,14,31,21,0.195,-0.353,18.425,119.3723,27.1312,133,47,209,122,-0.21,-0.1301,36.6625,60.7088,10.2461,60,31,89,60,-0.08364,-0.2526,56.5,47.6563,12.5371,51,24,106,47,1.0142,2.2147,32.2729,101.6993,20.7325,108,36,157,103,-0.05764,-0.07215,55.9042,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\869_0609-2164.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\869_0609-2164.tif
869,0596-1892,366,1892.5055,596.4563,41.9617,10.5412,41,14,77,41,0.3992,0.4628,32.17,30.8907,11.3011,29,1,76,31,0.1377,0.2421,23.6932,47.0847,9.7969,47,23,82,47,0.3624,0.2336,39.894,9.2213,4.5309,10,0,26,9,0.5378,0.4455,8.521,18.3552,4.9301,17,7,35,18,0.2733,-0.1194,15.5982,31.582,8.1202,30,13,57,31,0.2591,-0.05454,20.3885,16.4918,5.3162,13,10,32,16,0.7251,-0.2558,25.5828,91.153,24.4627,93,24,154,93,-0.107,-0.09948,44.9338,29.7541,6.0839,29,14,48,29,0.1895,-0.2186,25.1656,148.9126,49.245,171,19,227,157,-0.6889,-0.04464,37.7594,23.8907,3.9426,22,14,37,23,0.3394,-0.1864,18.3091,144.5574,40.9836,145,47,237,144,-0.04653,-0.5404,36.2185,66.6721,11.561,69,39,103,67,0.09432,-0.394,56.2252,38.7732,11.3938,36,18,111,38,1.4693,5.7794,25.1148,99.6721,23.6127,99,34,176,100,-0.02968,-0.2018,49.2781,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\870_0596-1892.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\870_0596-1892.tif
870,0835-1984,269,1984.2621,834.5186,37.9591,9.3658,38,14,69,38,0.03385,-0.2077,29.4516,27.0037,10.2223,26,0,62,26,0.1552,0.06127,25.9702,41.5762,10.8795,39,20,101,40,1.8072,6.5769,41.5385,9.8736,6.977,8,0,50,8,2.6602,10.4763,18.3325,17.5576,4.7882,17,7,35,17,0.5603,0.2306,16.9032,28.6617,7.0224,28,10,53,28,0.3533,0.4428,24.2655,17.5576,6.3241,14,7,50,17,1.4345,3.888,22.2208,91.7398,21.9805,101,33,143,94,-0.3696,0.1619,56.8561,26.0892,5.6746,23,12,49,26,0.278,0.7099,23.7022,166.2937,52.7398,225,17,230,179,-1.0887,0.4965,75.0273,20.7026,3.122,20,13,30,21,0.09013,-0.3051,17.5931,97.4275,23.5072,87,56,175,93,0.861,0.5563,38.0496,57.8996,10.3376,58,31,85,58,-0.08048,-0.2124,53.6551,46.1933,16.9963,45,22,188,45,3.8924,24.7612,24.7816,106.6171,20.9998,99,55,172,105,0.3949,0.1194,52.7072,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\871_0835-1984.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\871_0835-1984.tif
871,0745-2053,217,2054.2235,745.6659,31.1475,8.6054,30,13,58,30,0.5494,0.1931,25.4316,30.341,13.9451,23,3,112,28,1.6937,6.892,28.3968,35.0645,9.0255,26,10,64,34,0.3056,-0.087,32.8847,12.7512,23.3869,5,0,155,7,4.4298,19.7095,20.5362,15.53,4.974,13,6,39,15,1.3216,3.1604,22.8391,32.0599,8.9526,33,10,70,33,0.4351,0.9646,31.7721,15.2719,5.4036,10,10,34,13,0.8861,0.03078,22.3083,90.659,27.2474,103,31,146,94,-0.4941,-0.3956,45.1475,28.8387,7.4881,23,14,60,29,0.6788,0.7506,32.8338,147.0922,50.009,225,26,227,148,-0.2668,-0.3353,59.3137,20.3226,3.2084,20,13,29,20,0.2595,-0.2553,17.3673,139.9493,49.1267,121,29,248,127,0.6355,-0.4809,55.3137,54.2488,10.0389,55,30,83,53,0.4203,-0.1209,49.2895,27.9309,5.9946,27,14,46,27,0.4817,0.009611,24.8794,68.4516,16.6419,59,30,115,67,0.3081,-0.1725,44.5013,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\872_0745-2053.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\872_0745-2053.tif
